label,x
1,go jags  ðÿ† think good shot beating deep run tomorrow 
1,mixing pretty wellusing slider pretty affective far thebabybombers yankees offense
1,tell happy anniversary  u happy bitter ampalaya paitpaitanangpeg
1,greater wrath woman scorned
1,fucking muppet stalker
1,ever find people around really irritate sometimes  right ðÿ˜’
1,nothing relentless dog begging food
1,swear blocks going hit back
1,bet fuming draw ðÿ‘€
1,angry wanna cryðÿ˜¢ðÿ˜¢ðÿ˜¢
1,involuntarily smile frown photos giggle annoying  
1,something needs done people hogging machines  nobody use 3 machines one time  notfair whypay
1,ok got called white devil train didnt know whether laugh offended
1,deleting social media apps phone might keep snap chat insta never
1,argh big wasp buzzing blinds window halp  wasp evil buzz sting
1,kik trade  fun conversation  kik youraffair  kik kikme messageme textme pics trade tradepics dm bored
1, maybe nt provoke future want run risk punching board 
1,stupid people piss offbusted assand coworker takes tipsthnx nothing angry thatsmyluck
1,burning last
1,always picking pieces  angry
1,karev better    seriously done done unfair ugh
1,bitter battle  sweeter victory
1,someone kik  montanashay kikme
1,offend faith unless 1 persecutes  treat like dog  disrespect even
1,pray boy huff
1,ca nt come muma 60th 25k tweets ðÿ™ˆ soreloser
1,okay annoyed  nt done good job
1,apparently supposed scottish accent   
1,one main things im w 13c filling void empty bitter heart making everything wanted growing
1,please canadian players play us players  lag atrocious fixthisgame trash sfvrefund
1,yeah  seen floated online theory  probably made bitter stan ignore pets v vets crap
1,curious mean rush  animosity  disdain
1,work yesterday old cunt couple told coffees cold wanted refund put finger front angrily
1,oh  insult   think look like  psycho  sane gotham freaks
1,eyeforeye indian army never forgives  never forgets always take revenge  pakistan breaks laws  ia follows
1,moving clips youtube tonight vigil held tulsa metropolitan baptist church terencecruther justice sadness
1,trump  king relentless selfpromoters nt give rip anyone else perfect match donalds
1,correction 26 ppl checked standing gate  flt 1449 took without us
1,violence nt fix violence pain anger reaction brain cure pain anger go away
1,aa right passage comes n word insult church ignorant 
1,comparing akshay sir zandu balm insult akshay sir
1,ldf16 shall weekend  spraypainting greenwichmarket core246 lilylou fret  benoakley
1,holding grudge nt make strong makes bitter forgiving nt make weak sets free
1,happened suicide tweet joke obviously could offend anyone ðÿ¤”
1,â€œhe slow anger better mighty  rules spirit takes cityâ€ p1632 bibleverse pride
1,get gym discover forgot put gym shoes back bad ðÿ˜¤ rage wwhhyyy
1,ca nt believe achilles killed 
1,spend even 5 minutes already irritate seriously bitch shut
1,sit home damn much everything starting irritate  need get house 
1,pain aspect human evolution evolution consciousness attachments desire apathy sentimentality tears fury anger
1,joined pottermore sorted hufflepuff ðÿ˜¡ðÿ˜¡ðÿ˜¡
1,joke   cut internet early mistake nt reinstate longer need engineer ðÿ˜¡ fuming
1,streets rage 2 hard find itunes stepped guys vinyl made simple
1,unleashing god wrath cain
1,people irritate ðÿ™„
1,please canadian players play us players  lag atrocious fixthisgame trash sfvrefund rage
1,heard thought ether  ex posted facebook pic snuggling said cats im
1,jealous cry baby  gladsheisgone crybaby
1,burst crying alone u realize one truly knows unhappy really nt want anyone know
1,huh  sprint coach  slowest team comp talk robbing living
1,turning  surprised late work 
1,hey stupid  bad intel take bin laden try faux outrage bet u admire putin right 
1,takes man suffer ignorance smile  matter say sting
1,chop feel  still feel sting  looks brutal 
1,  b assured plenty salt 2 keep fire burning brightly  stay happy n life keeping plenty saltyâ€¦ â€¦
1,gotta use dark skin emoji
1,bee sting still suck feel sick
1,men rage strike wish best emotions negative positive wish strike martial arts control believe best hope
1,naoto nod also like tha bands also frown bands papa roach concert 
1,sounds like good game plan offense
1,2016  black people still fighting recognized human beings cantsleep angry
1,never watch greys anatomy ever ever ever ever ever shonda rimes takes away another og characterâ˜¹ï¸â˜¹ï¸â˜¹ï¸â˜¹ï¸â˜¹ï¸â˜¹ï¸â˜¹ï¸â˜¹ï¸â˜¹ï¸â˜¹ï¸ fuming
1,nt offend    weird
1,hate lawn mower soul  condemn fiery pits hell
1,sister dog think knows provoke reaction
1,bubble officially burst 98 boys beat trophy glory wptmain bye
1,taurus react angrily ca nt take provoked longer
1,forgiving means operating god spirit  god nt unforgiving  nt hold grudge  exactly
1,absolutely fuming woman jumped prebooked taxi drove ðÿ˜¡
1,bes  nt tell true blooded hoopjunkie switch f c team juz destroyed team juz nt 
1,wave fiery cross f kin 
1,one person ruins season 13  angry
1,think paul bitter  pastry
1,hate answers need tomourssuck prayinsnotcancer
1,stupid  hate lol
1,outrage black children get killed crossfire blacks shooting 
1,anger boiling
1,know cyran still nt done makeup based jeongguk tiddy like suggested offended
1,maybe transgender media would cover
1,three agin pout 
1,like every color looks triggered colorblind
1,actually  wait   constant outrage thing gets wick sometimes happened flick annoyance today  
1,everybody talking first day fall summer 16 never gonna die revenge
1,much full resentment
1,listening joey really helps anger
1,ex number time prank revenge prank whatprankishoulddo seriously prank
1,ethan someone car revenge grayson
1,hey  jayme  yourðÿ‘‚ðÿ‘‚ burning cuz talking ðÿ˜ going tomorrow 
1,stop tracking back fucking potato faced cunt errrr infuriating ðÿ˜ ðÿ˜ ðÿ˜ ðÿ˜ ðÿ˜ rooney mufc
1,â€” low growl escaping oh oh
1,put much artefact points fury cant raid literally wasted 1 month life  thanks blizzard
1,blm outraged shooting nc day  turns guy pointed gun police wait facts outrage
1,watched django unchained  people may frown  titter delight  25
1,like half expecting rabid troll come mentions accusing csa apologist something lmao
1, ceo charity could reasonably expect attempt crudely inflame tensions
1,sorry im bitter either want pure ur literally card sets like every time draw sets like
1,becoming boiling hot  slowly melting  heart frozen
1,wanna kill destroy want died want back emo scene fuck die hatered
1,idea  exhausted tidying room burst crying  fs
1,never find someone loved like love  revenge
1,dip boiling water
1,boy oh boy  weekday schedule crazy  matter tired whatever takes keep smile kai face frown
1,yes  bad point racism lest provoke racists racists indeed like
1,bubble implies burst 
1,paul forever paul  paul played better game  bb18
1,forever straight fix frown u goodðÿ˜‡
1,recommended reading prisoners hate aaron beck
1,may suggest  meal made beans  onions  garlic  day class revenge
1,congress acting indignant epipen pricing quite disingenuous since craft laws allow gouging  
1,unfortunately wo nt end followers whichever candidate nt elected throw tantrums winning elec
1,good takes muscles frown smile
1,thanks saying wife getting iphones today losing eta thanks angry
1,wouldnt date      offended
1,nt offended  something  gives life hurts haikuchallenge poetry
1,thatmoment watching worstcelebritycooks bubble burst finding kylexy gay marriedðÿ˜­ nochance kindadontmindðÿ˜‰
1,yall really insult coz soccer    lmao  wow      
1,offend truthful kind see  haikuchallenge offend
1,hell drilling outside house   literally got sleep half four busy shift twats woken fuming
1,many protests peace going lately see people burning cities hometowns practice u preach
1,come glasgow night working fucking gutted  waiting appearance ages
1,tasers immobilize  taser someone fuck need shoot one second later   really sick  rage wtf murder
1,rather dump gasoline run burning building use excel
1,inner conflict happens odds honor values priorities anger innerconflict conflict values
1,nurse practitioner look pretty bad offense course thank  really added spark positivity needed today
1,come glasgow night working fucking gutted  waiting appearance ages raging
1,bad temperament tantrums hissyfits
1,meanwhile white cops keep killing black people less outrage strange society
1,played game john elway sacked 3x fumbled 3x john elway know   
1,wanna go home focus game  nt wanna rage
1,political map relentless pursuit power
1,praying lord keep anger hate jealousy away heart sign maturity conciseness
1,troubled soul nt loose heart cause joy peace brings beauty store outweighs hurt life sting
1,dear hipster behind game finding hard pay attention talk politics grapes wrath shut 
1,freaking hate working word phone write writing writerslife writerproblems writer
1,girl hit carnot get lucky w scratch also spared wrath sleep deprived kaitðÿ™ƒ
1,ok got madden 17 refunded gotta wait days money gotta preorder fifa
1,glad nt watch smackdown ca nt see men lose sohurt revenge
1,grown adult nt drink never drank assume raised around raging alcoholic want parts
1,gonna give kkk police bitch minimum sentencejust wattch
1, 1  watch memes  statements designed make feel outrage  nt give anything situation
1,got wind menforchoice nt infuriate makes sad generation
1,insist give best insult first
1,might leave aggravate bae
1,u guys determine teams  cause 80 shitty teams play fuckin cod rage
1,resentment rlly shit
1,snapchat back constant battle see get ugliest snap one another ðÿ˜‚ðÿ™ƒ snap survival
1,ppl defending cops continue kill innocent ppl ppl nt innocent clearly cooperate irritate tf outta
1,fear fearsome fury forest fawn 
1,every dancers dream song snap worldpower
1,rip 100s black men   women children killed chicago outrage 
1,fuming
1,hello  bigger bully  crocodile tears bullies always act like offended victims
1,look available store    liquid incense ca nt burn sticks cones smoke home    
1,tbh amy nt know need sort life  looks like great time thanks tiff ðÿ˜‚ðÿ’œ
1,men rage strike wish best rage emotions negative positive wish strike martial arts control believe best hope
1,sam yes  helpful  need sorting asap  keep promising stuff nt happen    
1,correction 26 ppl checked standing gate  flt 1449 took without us furious
1,see sailer mars raging liberal  doubt would say thing
1,incentivise people roam internet morally offended  nt enough already
1,multimillionaire spoiled brat gets self righteous huff bc friend muslim non starter bye 
1,another angry white man 
1,mm  okay ham turkey gives hair ruffle heading back kitchen set 
1,cancelled cbs access live feeds jc even said vic afp paulshould imo
1,kik trade  fun conversation  kik youraffair  kik kikme messageme textme pics trade tradepics dm snap bored
1,mad clients furious lmao
1,chris ate mac n cheese imma eat taffy
1,affected insult infected
1,one favorite songs brother  real talk
1,even beef sara let anger get best  sagin friends long 
1,ca nt even right bb18
1,skipping meals national way showing disappointment anger wiz
1,fans insult
1,stk expensive rather take bigger female tiff see slim loves eat
1,raging type properly ha ha 
1,blood bitter satan test becouse cleanse blood jesus christamen
1,sting damn earnest early morning listening sting
1,2016  black people still fighting recognized human beings cantsleep
1,gameday vs buford today 530 home          never excited revenge
1,1000 rabid grizzly bears going scatter neighborhoods america poor refugees  inyourneighborhoodnotdc
1,fucking muppet fuming stalker
1,starved content take def pout  õÿàº´í«àª˜ õÿàº´í« 
1,yo talking horoscopes really clue saying gonna act offended question 
1,wanna kill destroy want died want flint back emo scene anger fuck die hatered
1,resent tired annoyed word wiener splashed across news slamdunk
1,takes man suffer ignorance smile  matter say
1,snap going crazy ðÿ˜­ðÿ˜­
1,using twitter coping mechanism raging kid oops 
1,might sting bit lads get betterwithsinnfein
1,fury patience conversation
1,panpiper playing big river outside bridges sr1
1,cat bloody lucky rspca nt open 3am last night    fuming ðÿ˜¡ðÿ±
1,   im writing abt changing face sex industry tr     men talk 
1,stuck infuriate scrum hegemonists infuriate scrum scrum stuck
1,puerto rican taino hair black nose gotta ruffle targeted feathers 
1,loved sing tiff 1 q 1 japanese line obviously spoken non japanese way find japanese 1 line 
1,reyes snarled frustrated anger  steel claws flexing dangerously uttered damning words  seems snap 
1,spurs radio commentator referred mauricio pochettino mopo felt sudden surge rage
1,people need look definition protest protesting called vandalism angry stop
1,since update loses power nearly 40 faster furious
1,michelle one worst players bb history bb18 bbfinale
1,wow one dads top favorite throwback rappers died fiery car crash today atlanta  sad sad ðÿ˜·ðÿ˜·
1,nt sting luckily flew happy drunk lolololol
1,grudge truth abundance
1,orange one poisonous bitter nt judge blue one looks tastes  delicious
1,ive always wondered long angelina put brad crap gon lie ðÿ˜
1,focus nt let love define happy nt let make bitter get hurt
1,website making feel violent rage upgrade options nt helping either aaaaarrrrgghhh iwanttocancel
1,kali kitten  asked  frown curling fair skinned forehead showed scar cat  
1,adults commiting serious crimes name protest  like burning library  expecting get warning 
1,doubt going struggle year moments like payet take sting
1,anger willing take people  world general   police  worst  indefensible kind anger
1,wrath khan one best movies time
1,specifically cause  resent considered enemy
1,fu k  heck  moved fridge  knock landlord door mad 
1,people angry toward veggie burgers n wtf
1,perfect even way sort resent suspect leads double life perfect
1,ur road rage gives anxiety
1,find initiative nt even thing ðÿ˜§ revenge
1,stuck infuriate scrum hegemonists scrum scrum stuck
1,nt find till today due bff telling disgusted offended
1,living life relentless
1,everton playing fume day
1,meeting tiff mall soon  congrats getting l babesâ£
1,  would frown bit  folding arms every time need assistance someone expects lil
1,help maintain boost status world class centre education  culture tolerance
1,paul forever paul  paul played better game  bb18 angry
1,need stop second guess go first thought go relentless
1,sting like bee still honey
1,sorry burst anti allo spam  fuck messaging app launching 2016  without encryption default
1,nt read articles people rage horrible cybernats got 
1,go usually personal reason mean offend anyone  
1,im 16 want see dick snapkik hiya2247 ðÿ˜˜ kik kikme snapchat snapme horny porn naked young
1,colors leaves changing heatwaves la still raging lattes made batches visit pumpkin patches fallsongs
1,scotland  rightwingers rabid antinationalists socialists mostly favour
1,hour football practice boiling sun 2hr volleyball practice boiling sun
1,lives order complete amazing life journey successfully  bitter
1,sees incense burner drugs 
1,homework watch revenge possibly go tonight plays phone 2 hours avoid homework
1,favourite quote year far swore parsnip ðÿ˜‚
1,poured boiling water foot cup tea less enjoyable  worse football career foiled
1,thirstythursday means time rage get ready tonight personal hydration book 3059124937 itslit miami
1,whenever put wanna adored brother alwayss sings wanna dog instead irritate
1,im 16 want see dick snapkik hiya2247 ðÿ˜˜ kik kikme snapchat snap snapme horny porn naked young
1,mine party decide party slowly transformed vengeful hellcult white male resentment
1,ca nt even right bb18 rage
1,love people make plans without actually including process
1,heading home cut grass heat wanna go eat somewhere air conditioned adultingistheworst
1,opinion worst delhi govt  acrid hypocrisy
1,came silly oclock woke happened wasted
1,love megan raging kendall jenner photo sat like ðÿ¤”ðÿ™ƒ
1,bushes good forces resentment made money gave power nt changed tunes
1,candice pout gets preposterous week week gone bit jack nicholson joker gbbo
1,good thing fbi nt offend 
1,fuckin luv incense  fuck ðÿ˜‚
1,joke   cut internet early mistake nt reinstate longer need engineer ðÿ˜¡
1,drop snapchat names bored snap swap pics
1,47 unarmed blacks killed white cops 2015 many die every month chicago wheres
1,ca nt believe achilles killed  angry
1,u b minding business grinding relentless
1,gives frustrated growl  stepping closer putting gun barrier alarms nothing happened
1,straight people canoodling quad
1,especially comes voicing displeasure  ca nt tell straight hold peace âœœï¸ï¸
1,irish citizens boiling drinking water 2016 leaves one foot firmly bog 
1,get away wrath reading manga instead watching overdone anime
1, taking feelings kei unfairly lips form frown tries walk away
1,sound like husband  makes hotter hotter sauce  fiery torment brings mouthjoy  ðÿ”¥
1,people nt iphones bitter iphones     someone explain
1,worst thing confimation
1,said say america really fortunate black people want equality revenge
1,yes specifically fuming signing enough people
1,testing current earth burst team
1,rutgers game abomination affront god man must never speak
1,anger issues 
1,follow snapchat ðÿ‘» carlabtst15 snapchat snap
1,never bring back meech bridgette crying someone looks  ugh  bridgette bitter
1,true  reverseengineered drink scientific method hear rage
1,imagine twitter fume corbyn loses election smith leads labour worse result suggested corbyn imagine  
1,maybe also attacked tom rabid fans  clothes always perfect also put
1,gave kendrick lamar eat barbecue bitter
1,learn viral insult ballet  stop trying wrongfully stick models pointe shoes ðÿ™„
1,ughhh love clean house incense lit aromatherapy
1,rare officer shoots without regard nt want conscience incite inflame
1,ðÿ”¥anger acid harm vessel stored anything pouredðÿ”¥ anger mark twain
1,strike upon thee great vengeance furious anger attempt poison destroy brothers
1,absolutely fuming scratched car ðÿ˜¡ðÿ˜¡ðÿ˜¡ðÿ˜¡ðÿ˜¡ðÿ˜¡
1,one chosen clp members  mp seats people dole mates  elect candidates fuming
1,mention gra guy stops let 2 ppl front go wtf blood boiling
1,using multiple combs simultaneously like call impressive work   ohsnap daaamn
1,get shit wrath winter nowhere
1,need new outlet
1,politicallycorrect bs offended assumption usa change visitor  nt like 
1,need stop second guess go first thought go
1,guys irritate
1,bad temperament hissyfits
1,since fuck stand concert 
1,look burst laughing
1,congrats nicole bb18  fix nose ðÿ˜’ðÿ’ðÿ» petty
1,floated like butterflies sting like bees 
1,worst juror ever  michelle nicole biggest threat bitter bb18
1,find initiative nt even thing ðÿ˜§
1,hard get touch one simple question ca nt find answer website 1 hour waiting online chat
1,could get line block  germantownbroncos lilleague popwarner broncos usafootball lineman
1,grasp cobalt woman fairly easily fair cheeks would ignite fiery hue warm
1,black armed thug record carrying gun illegally gets shot black cop outrage jokelet em destroy town
1,cuz even bible talks son coming back fiery sword got mother called whore revelations
1,oh old things face  nah tears school related anger frustration nope never
1,instagram seriously sort sh spent ages writing caption delete post   fume instagram
1,nt really understand burst semi auto version bc damage nt change essentially useless
1,awareness seek shelter letgo old habit chasing desires resultin anger fear worry choose satisfaction within peace relax
1,candice standing pout face aggravates every week
1,jelly baby favourite insult
1,trying stay playing madden 2k 17 addictive ðÿ˜­ðÿ˜­
1,holy shit bee sting like fuck dying
1,ikr people still got grudge reason like wtf  
1,michelle  nothing hating nicole game hahaha bitter bb18
1,let rage
1,groovier part affront common decency way agrees
1,losing 2 live business bb gone hold 23 minutes  whoever picked cut fuming noworkforme
1,dear future big brother players  chase dick season win 500 00 dollars sti bb18
1,people offended kendall ends photo shoot like seriously shut fuck
1,â€¢my brother grabbed aggressive manner always threw tantrums like kid knowing express
1,shut hashtags cool
1,spent 2 fucking hours still ca nt get dam siva fragment fellwinters peak mountain angry
1,years irrelevant absolute joke manutd ticketing noloyalty joke notimpressed
1,best revenge get good woman move leave hairline figure alone
1,huge congratulations nicole winning big brother 18  bb18 sorry sorry bbmichelle
1,got fever highs got boiling blood
1,also  best assets offense rb wr  longterm   offense utilize
1,got murdered madden ðÿ¤•
1,believe women fiery month go struggle struggle develops strong character
1,offered gold silver said nah bitcoin
1,hell breaking loose charlotte charlotteprotest anger looting
1,give windy tiger ankle wrist tapes  nt include characterspecific details burning fox 
1,glad nt watch smackdown ca nt see men lose sohurt
1,blaming 5 fucking idiots putting world middle tantrums one
1,offend  ðÿ™„ðÿ˜­ðÿ˜‚
1,break record madden wish nt say shit every rush like broke record shutupphilsimms
1,glasgow girls real tonic eclectic range songs  barbed humour eloquence fiery rage injustice
1,fingers fury 
1,beyoncã© resentment gets feelings every time ðÿ˜©
1,get revenge soon
1,chelsea anything possible haha fuming bet ðÿ™„ðÿ™„ðÿ™„ðÿ™„ðÿ™„ðÿ™„
1,worship feet wrath mercy meet guilty world washed love pure stream â€”graham kendrick
1,tell happy anniversary  u happy ampalaya paitpaitanangpeg
1,poor packaging amazon fulfilled seller furious much ðÿ˜•
1,blood boiling
1,zumba  piyo hiit sessions sweaty  burning sooooooo good  missedoutonsummerbikinibodybutwintersunbodywilldo
1,went n bodega 4 incense lookd  sis behind counter  like mirror said u said said originally
1,customer service  beyond appalling faulty dryer replacement breaks within wks parts 3 wks engineers show
1,hate guys cant control anger ðÿ™ƒðÿ™ƒ
1,every cal person snap chicfila story lol yummy
1,oh watching rage like  ages
1,girl sitting front chewing gum like cow  im ready snap ðÿ¤—
1,parentsofaddicts let wellness revenge  al anon speaker
1,base going rain brills snap stories
1,looking argument engaging even speaking words  raging
1,bang  gordon brown accused abusing gazillion rabid parrots 
1,learned let go resentment people hurt  keeping like swallowing poison expecting die
1,always unhappy easily offended
1,oh man long since played madden trash anymore
1,like aggravate constantly  byeeeeeeee
1,candace  pout getting right tits gbbo
1,time wounds heels drunkjesus rt lol wisdom quote comedy self revenge grudge hate time funny politics trump potus2016
1,someone rudely says women long hair inner feminist tries rage
1,connie fuming bake went fuck starting vodka
1,47 unarmed blacks killed white cops 2015 many die every month chicago wheres outrage
1,newenglandpatriots jerseys look like whack ones tried make made custom jerseys madden 04
1,srry feelings offend u ðÿ¤—
1,wow heard forever random great sting xph
1,mean done watching pilot  nice see group actors perform without story lines dripping relentless nihilism
1,live event brock vs orton 2 saturday wwe network  needs    wwe revenge
1,way wash hands mistakes disgraceful left driving round tyre burst moment
1,get angry people nt know nt stop sign francis foster road rage
1,terrible thing see vision helen keller begin end mind stephen covey whereareugoing
1,gerard finally made stairs little huff  face little red little legs 
1,sometimes get mad something minuscule try ruin somebodies life like lose job like get federal prison anger
1,ca nt wait ninja turtle costume raging osu halloween ðÿ˜ˆ
1,right choice slam one ignorant man really resent statement king embarrassment
1,shady one jongdae ex rumoured girlfriends going wgm saying joyed joyed
1,yeah  actually supports tweeted thread initially article righteous indignation
1,13 hour rides make sorry
1,never bring back meech bridgette crying someone looks  ugh  bridgette
1,never let see frown
1,dont blm thugs want justice black black gang crime  rage cry racism cop
1,extremely bitter fact subway robart replaced lowrent version chipotle
1,get angry people nt know nt stop sign francis foster road
1,know trusted words soft ignored anger focused hurt beneath know screwed 
1,fu k  heck  moved fridge  knock landlord door angry mad 
1,secret personal dislike trump  animosity always presentnow magnified bigotryracism etc
1,best revenge move  get  continue succeed never give someone satisfaction watching suffer
1,played game john elway sacked 3x fumbled 3x john elway know    madden
1,party divided nation inflame minority population well pander disgrace
1,lives order complete amazing life journey successfully 
1,police atlanta rapper shawty lo killed fiery car crash
1,could sense anger stirring within took hand long stay together  safe
1,hate little girls ðÿ˜¡ðÿ˜¡ got lot growing    fuming
1,offense doctor crying tears joy realizing family christmas cute
1,yes  think held grudge 
1,broadband shocking regretting signing shouldofgonewithvirgin
1,momma irritate asking questions like gone ðÿ˜¤
1, 2  watch ppl filled w impotent rage time  led anything
1,13 hour rides make angry sorry
1,going say rooney shadow former self nt want offend shadows ntfcvmufc
1,shameful display watched today left reeling much anger dt feel like exploding  clowns watch
1,usual disappointing offense texans
1,getting offended furious writers style isnt taste ultimately daft  suppose
1,killed spider big sprayed spider guts like horror movie ugh
1,looks completely rabid
1,colinkaepernick protests unjust murder keithlamontscott north carolina injustice outrage speakout
1,terrible thing see vision helen keller begin end mind stephen covey whereareugoing relentless
1,annoyedsad youtube burning ground ðÿ™„ðÿ™„
1,holding grudge someone stop blessings god learn forgive  forget ðÿ™ðÿ¾
1,im angry ðÿ˜‚ðÿ™ƒ
1,warning sensitive  angry  insecure baby today  ugh people large either hate ignore bc literallythe worst
1,rage rage ep 2 coming soon keep posted youtube youtubegaming rage
1,nt give someone power letting words offend
1,huff puff
1,would nt fret many opportunities life worry one working
1,wallah blood boiling need take nap ugh
1,come play madden house school
1,told would nt talk need bring slightly bitter tã¸p cover cancer
1,roy fiery
1, kinda offended ask
1,damn lol maybe best though brother might still lookin revenge ðÿ˜‚
1,amen  nothing personal mate  tired complaining fans  relentless tirade misery
1,forever angry gh ruined molly morgan bondfriendship
1,damn offense mix bag unpredictable lethal weapons worried defense coordinators ðÿ˜ chargers boltup recharged
1,inner conflict happens odds honor values priorities innerconflict conflict values
1,cancelled cbs access live feeds jc even said vic afp paulshould imo bitter
1,forever angry gh ruined molly morgan bondfriendship bitter
1,u strong u offend weak  insecure stay strong joshua 169 god internationaldayofpeace actorslife
1,worst juror ever  michelle nicole biggest threat bb18
1,sun literally burning skin
1,ok identity revealed black educate nt insult people state facts lol
1,loled privileged exasperation bottled sold
1,rt need one back  whole cd hard  one rage flew  rhyme flow  n 1 u speak dollar
1,people talk  words sting  handle differs like change culture bedifferent
1,bloody right fume
1,left dad deal ðÿ˜‚ work done soon felt wrath slipper ðÿ˜·
1,oh gosh  get 800 raging comments cruise fans  die laughing 
1,nt like pineapple eat pizza  lose sting get cooked
1,bows world tank creats rubberbath sting weeks
1, wakes says tried changing nappy  ðÿ˜¡ðÿ‘šðÿ¼    
1,people smoke cigarettes irritate soul
1,strong hands moving firmly grope thighs  squeezing digging nails extract growl
1,impossible say hope donâ€™t unwittingly trigger ferocious side hell hath fury
1,always fiery  never radical
1,guess bradangelina  anger  blacklivesmatter
1,snap music kept running traffic 20052007
1,huh  sprint coach  slowest team comp talk robbing living outrage
1,rangers v celtic
1,point voting trump push pieces board game like angry toddler  wreck everything everybody 
1,like going called cardiac arrest turned cut finger  fuming medchat
1,dammit whays going    ðÿ˜¤ðÿ˜¤ðÿ˜¤ðÿ˜¤ lol raging smh mobilefails
1,forgivenessâ might make us look weak  weakest person one holds anger  hatred  
1,get gym discover forgot put gym shoes back bad ðÿ˜¤ wwhhyyy
1,hey folks sorry anything offensive got posted yesterday account got hacked fixed though hope  annoyed
1,know cyran still nt done makeup based jeongguk tiddy like suggested
1,hard get touch one simple question ca nt find answer website 1 hour waiting online chat rage
1,tiff better hurry cause ðÿ‘€
1,saw lil homie rage cam nt roids thing late 90 come back  lost
1,klitschko fury day boxing
1,screened snap kind narcissistic ass would smh
1,really wish road rage nt damn bad lmaooooo
1,taking offense acounthe ranks 32 36 last 2 years sabr
1,dammit whays going    ðÿ˜¤ðÿ˜¤ðÿ˜¤ðÿ˜¤ lol smh mobilefails
1,literally fuming fuck sake
1,one chosen clp members  mp seats people dole mates  elect candidates
1,thought xbox one madden bundle would come physical copy madden codeðÿ˜´ gonna take fucking forever download lol
1,sensing theme tho lol angry
1,follow girl tiff got 3 followersðÿ’–ðÿ’˜ðÿ’–ðÿ’˜ðÿ’˜
1,amount greedy mooching makes snarl
1,scared ruffle feathers  resorted writing cryptic code unclecamscabin
1,research come new insult allowed read anything brietbart 
1,inpouring letter dying subsist checking quaint virtuoso ways toward fine huff l
1,natalie one top three favorites   toofaced bitter ðÿ™„
1,relentless absolutely way success never  ever  ever give 
1,petition nonmaghrebi poc stop buying couscous white grocery stores boiling couscous  trash
1,point today someone says something remotely kind  waterfall burst eyes
1,ended paying 75p half tube smarties nt even get pleasure popping plastic lid either outrage
1,nt ever know change vibe ruined considered holding grudge  ðÿ˜…
1,remember guy got angry kept saying gary sanchez best baseball player world lmao
1,force neighbours pay  people nerve    outrage victim
1,way ur angry literally feel ur blood boiling
1,nothing hateful bitter fag
1,ehhh guess want everyone ever burst laughing front ofðÿ˜‚
1,oh daaaaaaamn getitgirl girlpower rawr chicagopd
1,watch un speech see resentment towards us americans    ðÿ‡ºðÿ‡¸âœðÿ‡ºðÿ‡¸
1,ppl like irritate soul
1,cam still rattled backlash received made black qb comment suffered wrath white america
1,done mix win 1 scores 20 20 30 40 40 moyes 10 fuming would easy
1,lol wish understood crazy rabid fans  addressed
1,eyes dilated hate world right rage thousand fiery dragons need drink
1,hate little girls ðÿ˜¡ðÿ˜¡ got lot growing   
1,stupid people piss offbusted assand coworker takes tipsthnx nothing thatsmyluck
1,tasers immobilize  taser someone fuck need shoot one second later   really sick  wtf murder
1,np rum rage
1, remind twenty plenty revenge 
1,even jumped hoop  takes one irate netizen decide playing rules nt enough
1,whats 50p minute charge 150  insult injury
1,another loss city cup next ðÿ™ˆ ðÿ˜‚ðÿ˜‚ cmon united  revenge
1,clicked wrong side fuming ðÿ˜­
1,offense could troye start dming people feel like less idiot dm thanks
1,gotta fast n furious
1,turn frown upside
1,bb18 michelle crying shocking bitter ðÿ˜¢teamnicole
1,says  compared others human lit fire burning
1,bills new offense cordinator think difficult game plan 
1,first time madden career set farm account make motm much easier
1,marcus rojo worst player ever seen useless toasting burning bastard
1,already tell programme going infuriate extremeworld
1,may offend  say u never trust cop ðÿš“ color  especially white 1  evidence clear   klan awoke
1,sixth form destroyed glowing skin im fuming
1,love new song ca nt stop thinking sting
1,listening politicians making angry fucking tired political speak career politicians
1,insult
1,angry  may case   may unavoidable  see sudden excitement become sin albertbarnes
1,thought peeped snap homie âœšðÿ½ lol
1,heading home cut grass heat wanna go eat somewhere air conditioned pout adultingistheworst
1, flat party instantly get bollocked fuming
1,much animosity towards loki fighting battle surely best use energy
1,candice constantly pout gbbo ðÿ’„ðÿ˜’
1,brendan rodgers looks fuming ðÿ˜­
1,love angry tweets bc makes laugh also hate bc makes miss
1,hell hath fury like bureaucrat scorned â€• milton friedman
1,outrage passed replaced mute  fatalistic acceptance current situation fatalism
1,got little pout
1,imagine bitter bias dating  sending threats partner like  nasty nt even know exist
1,nt even realise used insult shit mate
1,even forget pick ur fave child school
1,azerbaijan baku azerbaijan prevent another armenian provocation russia
1,rare officer shoots without regard nt want conscience incite
1,exactly saying fb
1,feel wrath airdropped pamphlets 
1,gave kendrick lamar eat barbecue
1,lvg bribed refs utd personal revenge foul prick
1,suppose work  wtf dude  thanks pissing furious
1,half epicenter shut police yall burst tears fucking terrible keithlamontscott
1,room jokes hockey  serious business made teams fill tournament 
1,â†would furrow face would redden protests would seem seen unattractive wukong eyes wasâ†’
1,options table  revenge coming
1,even says nothing  still piss people gotta decide wants make angry
1,bitter hurts lmaooo
1,magical time yearxmas party announced outrage commences gotta love silicon valley millennials
